,rarity
84562,248.836
84563,65.788
84564,80.813
84565,56.896
84566,86.715
84567,79.54
84568,145.479
84569,112.024
84570,125.986
84571,55.948
84572,134.289
84573,98.778
84574,77.835
84575,73.893
84576,77.214
84577,83.155
84578,62.957
84579,77.763
84580,67.407
84581,58.932
84582,270.95
84583,121.223
84584,71.325
84585,122.024
84586,113.362
84587,59.526
84588,179.545
84589,118.864
84590,90.53
84591,82.308
84592,97.148
84593,114.027
84594,201.843
84595,79.352
84596,509.535
84597,98.109
84598,57.142
84599,70.268
84600,502.492
84601,88.437
84602,75.139
84603,106.245
84604,163.83
84605,159.887
84606,81.574
84607,209.831
84608,90.043
84609,137.026
84610,125.29
84611,81.286
84612,95.825
84613,92.127
84614,100.188
84615,89.352
84616,508.551
84617,94.739
84618,199.823
84619,77.5
84620,155.223
84621,78.463
84622,66.925
84623,127.553
84624,74.934
84625,114.461
84626,74.303
84627,71.217
84628,108.171
84629,63.054
84630,81.681
84631,342.01
84632,58.696
84633,75.315
84634,154.806
84635,92.243
84636,90.656
84637,113.934
84638,97.753
84639,70.34
84640,81.491
84641,65.084
84642,56.482
84643,129.511
84644,71.787
84645,83.614
84646,123.454
84647,111.358
84648,119.901
84649,85.041
84650,79.9
84651,68.375
84652,86.989
84653,66.736
84654,97.047
84655,93.196
84656,227.054
84657,98.591
84658,59.969
84659,166.115
84660,174.658
84661,97.553
84662,82.372
84663,105.317
84664,381.46
84665,93.743
84666,89.341
84667,215.565
84668,92.763
84669,91.19
84670,186.081
84671,166.829
84672,61.516
84673,96.367
84674,101.358
84675,107.054
84676,105.622
84677,63.662
84678,71.32
84679,83.085
84680,155.371
84681,369.033
84682,92.987
84683,184.087
84684,108.589
84685,78.897
84686,90.506
84687,70.502
84688,74.537
84689,67.415
84690,71.792
84691,91.175
84692,315.267
84693,1386.165
84694,77.157
84695,1347.972
84696,82.924
84697,126.469
84698,66.937
84699,60.235
84700,736.69
84701,121.202
84702,92.025
84703,104.433
84704,85.737
84705,57.898
84706,101.005
84707,92.022
84708,123.833
84709,159.932
84710,86.297
84711,62.458
84712,72.179
84713,98.35
84714,66.377
84715,85.931
84716,287.682
84717,63.745
84718,193.31
84719,137.667
84720,189.141
84721,105.741
84722,107.522
84723,108.241
84724,92.485
84725,108.671
84726,94.928
84727,195.735
84728,67.054
84729,62.414
84730,84.192
84731,85.705
84732,74.757
84733,71.955
84734,227.917
84735,105.466
84736,101.764
84737,173.943
84738,227.018
84739,115.304
84740,98.318
84741,91.668
84742,227.85
84743,89.146
84744,56.227
84745,79.858
84746,77.212
84747,77.952
84748,118.22
84749,90.048
84750,73.212
84751,62.004
84752,71.158
84753,92.173
84754,73.88
84755,87.357
84756,145.206
84757,130.187
84758,326.521
84759,102.301
84760,83.82
84761,66.255
84762,93.301
84763,162.867
84764,73.355
84765,75.504
84766,63.145
84767,152.344
84768,49.061
84769,80.227
84770,84.142
84771,67.612
84772,109.164
84773,103.365
84774,88.256
84775,87.472
84776,203.311
84777,95.444
84778,334.402
84779,129.607
84780,80.04
84781,69.93
84782,84.871
84783,330.54
84784,102.57
84785,99.402
84786,81.461
84787,122.758
84788,99.182
84789,279.576
84790,145.412
84791,194.518
84792,77.419
84793,71.089
84794,80.581
84795,132.154
84796,111.133
84797,74.359
84798,93.001
84799,88.517
84800,68.917
84801,86.152
84802,111.731
84803,69.082
84804,75.995
84805,93.085
84806,120.811
84807,83.249
84808,158.701
84809,81.075
84810,70.716
84811,120.237
84812,109.396
84813,111.746
84814,117.176
84815,132.882
84816,491.592
84817,184.993
84818,88.959
84819,88.185
84820,199.278
84821,77.03
84822,62.946
84823,93.561
84824,70.572
84825,144.679
84826,62.168
84827,185.555
84828,94.541
84829,109.71
84830,107.026
84831,68.342
84832,103.942
84833,103.592
84834,315.182
84835,149.195
84836,77.391
84837,121.986
84838,520.521
84839,61.364
84840,102.648
84841,109.622
84842,81.497
84843,127.077
84844,113.32
84845,158.105
84846,323.255
84847,83.575
84848,78.554
84849,93.716
84850,73.466
84851,74.368
84852,83.911
84853,114.306
84854,77.239
84855,104.789
84856,90.325
84857,71.112
84858,81.948
84859,124.705
84860,320.581
84861,72.344
84862,114.854
84863,105.687
84864,78.047
84865,318.634
84866,60.51
84867,68.642
84868,82.814
84869,68.853
84870,109.688
84871,59.287
84872,137.43
84873,87.559
84874,145.901
84875,95.975
84876,96.051
84877,100.266
84878,82.967
84879,151.064
84880,109.956
84881,85.491
84882,224.842
84883,87.949
84884,60.425
84885,97.496
84886,88.331
84887,102.413
84888,403.69
84889,143.76
84890,86.027
84891,261.182
84892,67.334
84893,97.715
84894,119.577
84895,87.688
84896,88.502
84897,423.647
84898,86.106
84899,145.889
84900,85.222
84901,72.983
84902,110.84
84903,85.601
84904,229.378
84905,80.68
84906,137.306
84907,89.471
84908,94.235
84909,69.612
84910,127.055
84911,82.296
84912,175.847
84913,111.786
84914,227.759
84915,133.367
84916,207.03
84917,71.085
84918,154.361
84919,113.216
84920,254.622
84921,94.981
84922,55.009
84923,101.44
84924,110.229
84925,332.147
84926,79.382
84927,52.172
84928,94.353
84929,130.093
84930,105.877
84931,91.93
84932,120.432
84933,134.511
84934,126.886
84935,128.912
84936,91.156
84937,65.192
84938,71.154
84939,75.394
84940,5069.909
84941,109.637
84942,69.764
84943,56.565
84944,145.541
84945,124.157
84946,96.58
84947,340.536
84948,516.414
84949,76.954
84950,77.162
84951,121.496
84952,73.21
84953,92.783
84954,74.885
84955,82.936
84956,70.333
84957,117.057
84958,85.226
84959,137.292
84960,88.926
84961,161.21
84962,75.424
84963,195.519
84964,218.639
84965,64.395
84966,88.935
84967,109.726
84968,143.544
84969,76.995
84970,78.393
84971,75.951
84972,73.241
84973,157.992
84974,88.486
84975,216.143
84976,100.455
84977,57.799
84978,84.751
84979,80.185
84980,115.537
84981,71.766
84982,83.863
84983,114.895
84984,102.769
84985,95.625
84986,74.678
84987,48.405
84988,68.366
84989,230.894
84990,171.717
84991,161.533
84992,121.26
84993,76.627
84994,79.784
84995,152.625
84996,204.758
84997,195.307
84998,67.84
84999,387.792
85000,76.208
85001,105.307
85002,197.553
85003,158.218
85004,137.653
85005,78.88
85006,79.763
85007,140.005
85008,84.514
85009,66.948
85010,105.391
85011,58.755
85012,89.985
85013,100.562
85014,67.788
85015,381.235
85016,117.446
85017,81.868
85018,71.817
85019,96.404
85020,67.448
85021,82.929
85022,86.043
85023,89.228
85024,80.221
85025,51.822
85026,110.337
85027,66.329
85028,96.989
85029,104.007
85030,69.56
85031,57.602
85032,118.88
85033,94.273
85034,154.037
85035,100.112
85036,75.847
85037,95.638
85038,106.201
85039,71.018
85040,83.872
85041,125.648
85042,92.631
85043,76.433
85044,87.454
85045,78.102
85046,91.091
85047,113.197
85048,85.612
85049,77.356
85050,80.912
85051,87.552
85052,98.038
85053,74.222
85054,147.903
85055,355.146
85056,129.447
85057,116.513
85058,105.001
85059,168.912
85060,105.23
85061,98.153
85062,75.362
85063,55.421
85064,90.676
85065,145.474
85066,74.42
85067,72.234
85068,62.98
85069,128.272
85070,111.041
85071,201.53
85072,81.775
85073,68.692
85074,115.386
85075,105.428
85076,83.577
85077,61.653
85078,105.681
85079,99.838
85080,72.901
85081,66.568
85082,83.773
85083,79.493
85084,76.09
85085,73.55
85086,131.81
85087,221.362
85088,116.22
85089,73.134
85090,63.702
85091,72.421
85092,64.58
85093,64.547
85094,82.897
85095,347.796
85096,204.758
85097,67.84
85098,79.784
85099,99.659
85100,118.331
85101,116.957
85102,87.417
85103,84.412
85104,66.735
85105,70.79
85106,63.482
85107,113.649
85108,64.826
85109,89.615
85110,71.455
85111,103.064
85112,72.144
85113,195.307
85114,152.625
85115,113.197
85116,68.731
85117,70.849
85118,67.482
85119,75.247
85120,71.461
85121,147.616
85122,202.925
85123,128.858
85124,90.989
85125,82.811
85126,511.27
85127,204.217
85128,190.077
85129,104.88
85130,83.224
85131,126.997
85132,73.684
85133,186.284
85134,99.127
85135,129.501
85136,75.978
85137,117.0
85138,119.819
85139,97.929
85140,124.208
85141,115.818
85142,102.655
85143,83.761
85144,70.371
85145,80.485
85146,75.368
85147,86.771
85148,91.602
85149,78.102
85150,91.091
85151,63.026
85152,84.023
85153,169.21
85154,115.414
85155,95.781
85156,90.627
85157,114.18
85158,93.36
85159,75.333
85160,70.774
85161,86.808
85162,64.255
85163,54.795
85164,85.038
85165,77.356
85166,72.131
85167,118.397
85168,84.682
85169,71.475
85170,96.187
85171,85.612
85172,187.403
85173,63.278
85174,102.676
85175,93.312
85176,117.848
85177,435.788
85178,54.422
85179,70.034
85180,99.418
85181,105.891
85182,55.382
85183,512.482
85184,440.314
85185,61.731
85186,147.904
85187,107.565
85188,281.744
85189,69.58
85190,118.021
85191,99.182
85192,66.126
85193,89.15
85194,80.724
85195,69.122
85196,65.378
85197,74.757
85198,102.607
85199,104.566
85200,95.716
85201,76.884
85202,122.624
85203,162.266
85204,97.74
85205,134.36
85206,155.909
85207,66.527
85208,248.812
85209,195.824
85210,102.111
85211,110.623
85212,106.754
85213,91.257
85214,387.835
85215,99.564
85216,95.648
85217,80.671
85218,95.137
85219,74.856
85220,90.907
85221,106.805
85222,81.71
85223,90.506
85224,245.812
85225,76.88
85226,184.682
85227,85.498
85228,65.903
85229,81.666
85230,110.91
85231,86.896
85232,109.219
85233,74.412
85234,302.042
85235,167.146
85236,69.725
85237,92.917
85238,100.563
85239,123.131
85240,59.033
85241,93.279
85242,84.06
85243,66.265
85244,111.189
85245,81.402
85246,97.073
85247,56.53
85248,78.309
85249,293.381
85250,82.124
85251,81.792
85252,111.431
85253,99.453
85254,240.409
85255,72.989
85256,206.659
85257,68.085
85258,114.964
85259,91.069
85260,54.414
85261,63.022
85262,231.662
85263,67.725
85264,103.879
85265,118.857
85266,105.657
85267,163.443
85268,76.934
85269,180.529
85270,95.464
85271,618.437
85272,82.05
85273,237.816
85274,263.284
85275,75.153
85276,61.191
85277,77.549
85278,108.675
85279,327.013
85280,65.85
85281,95.978
85282,122.659
85283,72.155
85284,111.885
85285,60.448
85286,110.291
85287,76.172
85288,126.651
85289,126.882
85290,76.662
85291,214.395
85292,129.855
85293,68.524
85294,83.585
85295,80.593
85296,82.844
85297,99.149
85298,215.405
85299,89.959
85300,164.767
85301,126.821
85302,86.084
85303,213.293
85304,61.804
85305,74.418
85306,95.216
85307,118.412
85308,62.555
85309,90.359
85310,102.73
85311,118.089
85312,605.062
85313,99.033
85314,86.41
85315,154.396
85316,123.463
85317,120.771
85318,87.532
85319,639.252
85320,89.753
85321,75.988
85322,212.458
85323,69.43
85324,106.109
85325,67.025
85326,76.934
85327,180.529
85328,618.437
85329,71.686
85330,98.664
85331,198.836
85332,122.186
85333,127.637
85334,65.888
85335,471.284
85336,82.216
85337,61.231
85338,72.121
85339,77.576
85340,61.724
85341,61.555
85342,73.831
85343,63.131
85344,114.196
85345,85.843
85346,64.985
85347,99.895
85348,362.167
85349,215.243
85350,81.823
85351,70.947
85352,144.132
85353,85.3
85354,206.188
85355,483.818
85356,74.657
85357,67.735
85358,58.101
85359,64.879
85360,126.486
85361,86.533
85362,119.126
85363,80.101
85364,214.408
85365,82.05
85366,95.464
85367,78.143
85368,74.133
85369,68.694
85370,100.27
85371,73.56
85372,147.743
85373,107.498
85374,79.533
85375,176.137
85376,86.421
85377,113.509
85378,80.982
85379,117.408
85380,66.205
85381,79.018
85382,94.467
85383,82.735
85384,68.844
85385,92.76
85386,128.188
85387,54.884
85388,58.937
85389,97.554
85390,92.439
85391,120.952
85392,98.38
85393,92.165
85394,127.313
85395,100.864
85396,105.127
85397,116.646
85398,73.779
85399,61.111
85400,175.562
85401,62.38
85402,100.284
85403,78.617
85404,882.992
85405,110.13
85406,127.121
85407,119.558
85408,93.792
85409,511.977
85410,79.766
85411,100.027
85412,91.256
85413,72.277
85414,96.507
85415,61.215
85416,117.75
85417,189.84
85418,878.698
85419,80.075
85420,61.546
85421,411.363
85422,76.536
85423,88.062
85424,59.48
85425,80.953
85426,92.345
85427,86.334
85428,98.351
85429,65.02
85430,127.305
85431,74.732
85432,105.718
85433,89.078
85434,53.679
85435,73.58
85436,164.03
85437,91.376
85438,78.762
85439,101.305
85440,69.392
85441,64.496
85442,108.079
85443,55.386
85444,76.55
85445,122.801
85446,88.991
85447,102.037
85448,80.721
85449,95.53
85450,427.45
85451,69.294
85452,90.487
85453,226.866
85454,193.324
85455,90.477
85456,67.564
85457,101.235
85458,62.24
85459,96.543
85460,100.001
85461,75.359
85462,242.822
85463,392.493
85464,75.207
85465,63.391
85466,101.691
85467,67.453
85468,143.303
85469,322.566
85470,127.679
85471,57.685
85472,71.925
85473,116.206
85474,117.489
85475,185.287
85476,128.567
85477,75.172
85478,309.111
85479,202.458
85480,146.74
85481,74.876
85482,66.978
85483,146.034
85484,84.004
85485,133.88
85486,109.704
85487,113.676
85488,112.05
85489,96.0
85490,78.619
85491,85.67
85492,219.284
85493,137.496
85494,222.837
85495,131.366
85496,116.927
85497,90.909
85498,95.523
85499,103.42
85500,67.481
85501,63.065
85502,90.773
85503,62.396
85504,79.326
85505,110.413
85506,179.663
85507,62.798
85508,117.737
85509,212.028
85510,147.852
85511,88.394
85512,72.479
85513,159.133
85514,78.277
85515,72.063
85516,91.084
85517,55.831
85518,112.79
85519,96.129
85520,91.242
85521,106.194
85522,105.962
85523,83.406
85524,86.301
85525,73.033
85526,198.051
85527,93.277
85528,127.695
85529,89.511
85530,139.76
85531,93.8
85532,112.375
85533,72.633
85534,135.696
85535,53.533
85536,82.744
85537,98.967
85538,93.746
85539,129.004
85540,94.971
85541,90.72
85542,79.334
85543,131.022
85544,83.695
85545,84.519
85546,74.092
85547,80.433
85548,73.896
85549,333.257
85550,137.135
85551,84.961
85552,105.957
85553,61.919
85554,76.954
85555,58.287
85556,203.916
85557,167.888
85558,176.121
85559,185.211
85560,82.714
85561,76.25
85562,92.664
85563,772.149
85564,105.844
85565,84.111
85566,78.25
85567,86.91
85568,59.513
85569,161.962
85570,184.491
85571,74.086
85572,63.932
85573,340.623
85574,102.051
85575,66.111
85576,107.126
85577,89.765
85578,91.755
85579,100.537
85580,58.069
85581,114.539
85582,63.585
85583,157.259
85584,87.318
85585,85.086
85586,87.906
85587,93.315
85588,271.49
85589,125.129
85590,64.187
85591,66.278
85592,69.435
85593,70.662
85594,1725.69
85595,142.136
85596,71.244
85597,143.398
85598,87.258
85599,114.339
85600,74.438
85601,130.712
85602,85.67
85603,75.514
85604,71.518
85605,80.257
85606,81.901
85607,210.834
85608,190.764
85609,78.109
85610,64.405
85611,79.286
85612,145.05
85613,73.837
85614,139.506
85615,121.37
85616,124.315
85617,54.697
85618,76.557
85619,123.787
85620,278.704
85621,124.968
85622,97.557
85623,86.463
85624,110.279
85625,103.427
85626,58.556
85627,76.901
85628,149.987
85629,91.257
85630,77.887
85631,87.086
85632,69.402
85633,109.974
85634,181.825
85635,230.011
85636,86.405
85637,205.664
85638,131.962
85639,68.356
85640,69.25
85641,86.115
85642,99.543
85643,68.615
85644,66.193
85645,107.166
85646,67.235
85647,222.947
85648,241.669
85649,52.897
85650,156.128
85651,116.103
85652,92.139
85653,82.719
85654,72.114
85655,82.227
85656,109.763
85657,476.052
85658,112.118
85659,140.929
85660,71.684
85661,105.204
85662,77.498
85663,64.504
85664,107.731
85665,85.443
85666,86.189
85667,108.272
85668,105.871
85669,69.19
85670,241.566
85671,102.498
85672,65.141
85673,192.25
85674,65.696
85675,84.103
85676,89.336
85677,76.476
85678,92.094
85679,82.907
85680,83.854
85681,91.753
85682,146.333
85683,70.822
85684,65.396
85685,71.06
85686,267.222
85687,156.761
85688,82.663
85689,80.342
85690,61.924
85691,62.513
85692,89.388
85693,78.16
85694,122.472
85695,80.135
85696,323.196
85697,133.131
85698,225.095
85699,83.841
85700,71.869
85701,576.464
85702,108.807
85703,89.71
85704,133.37
85705,54.101
85706,70.584
85707,85.422
85708,611.698
85709,76.701
85710,360.172
85711,150.151
85712,122.713
85713,180.241
85714,68.909
85715,385.906
85716,81.135
85717,81.352
85718,59.694
85719,129.792
85720,78.437
85721,110.466
85722,92.415
85723,69.487
85724,82.908
85725,85.486
85726,61.408
85727,103.016
85728,596.625
85729,66.769
85730,99.109
85731,95.09
85732,84.596
85733,110.623
85734,151.734
85735,157.853
85736,83.666
85737,64.636
85738,80.764
85739,113.664
85740,81.976
85741,115.484
85742,216.264
85743,132.202
85744,168.71
85745,78.117
85746,86.035
85747,79.312
85748,57.177
85749,130.736
85750,85.281
85751,161.237
85752,123.219
85753,156.614
85754,160.616
85755,174.906
85756,79.444
85757,82.021
85758,64.885
85759,127.818
85760,93.608
85761,78.207
85762,99.089
85763,81.874
85764,72.883
85765,96.274
85766,89.331
85767,114.366
85768,80.254
85769,128.378
85770,104.609
85771,66.493
85772,79.73
85773,770.705
85774,73.587
85775,85.172
85776,97.91
85777,60.051
85778,79.473
85779,64.238
85780,88.731
85781,318.292
85782,72.067
85783,48.778
85784,71.692
85785,118.216
85786,125.67
85787,66.482
85788,96.569
85789,82.059
85790,120.624
85791,90.685
85792,93.651
85793,124.076
85794,65.743
85795,82.469
85796,62.434
85797,84.533
85798,96.385
85799,131.954
85800,63.874
85801,142.947
85802,96.789
85803,129.05
85804,157.735
85805,74.647
85806,104.856
85807,94.449
85808,64.297
85809,104.397
85810,127.956
85811,93.109
85812,85.417
85813,91.473
85814,120.509
85815,68.245
85816,62.589
85817,85.457
85818,70.942
85819,80.97
85820,138.007
85821,68.806
85822,127.45
85823,122.201
85824,106.292
85825,615.319
85826,74.918
85827,114.208
85828,63.134
85829,79.393
85830,78.342
85831,114.073
85832,103.057
85833,92.819
85834,172.997
85835,147.198
85836,135.053
85837,71.641
85838,77.858
85839,73.795
85840,60.724
85841,102.887
85842,74.438
85843,139.491
85844,106.427
85845,78.488
85846,82.483
85847,65.908
85848,144.056
85849,161.125
85850,91.843
85851,71.899
85852,102.936
85853,109.9
85854,115.444
85855,94.035
85856,123.458
85857,109.997
85858,67.134
85859,95.577
85860,75.182
85861,123.984
85862,166.704
85863,115.944
85864,198.939
85865,102.829
85866,759.25
85867,402.095
85868,55.935
85869,117.286
85870,634.757
85871,171.352
85872,243.352
85873,75.692
85874,75.701
85875,112.878
85876,111.202
85877,78.682
85878,77.17
85879,395.138
85880,69.11
85881,125.419
85882,99.67
85883,92.03
85884,446.573
85885,130.379
85886,92.513
85887,131.277
85888,121.341
85889,115.902
85890,717.979
85891,72.478
85892,62.147
85893,75.256
85894,89.069
85895,89.978
85896,104.551
85897,104.82
85898,149.427
85899,62.182
85900,70.335
85901,91.508
85902,259.1
85903,266.435
85904,71.466
85905,67.193
85906,74.724
85907,315.376
85908,74.717
85909,87.127
85910,120.128
85911,79.357
85912,103.467
85913,213.519
85914,86.499
85915,84.549
85916,101.167
85917,69.556
85918,207.665
85919,99.715
85920,74.01
85921,127.162
85922,74.813
85923,133.362
85924,65.726
85925,69.641
85926,94.239
85927,77.675
85928,109.669
85929,197.801
85930,62.334
85931,95.471
85932,62.536
85933,75.997
85934,78.304
85935,126.484
85936,105.975
85937,75.099
85938,100.793
85939,182.475
85940,130.586
85941,79.985
85942,244.858
85943,121.785
85944,90.744
85945,89.591
85946,113.178
85947,131.474
85948,216.646
85949,67.76
85950,93.325
85951,69.884
85952,65.509
85953,125.926
85954,81.312
85955,323.768
85956,301.983
85957,150.334
85958,112.482
85959,93.122
85960,81.779
85961,72.323
85962,82.592
85963,61.017
85964,111.08
85965,142.637
85966,79.396
85967,67.559
85968,72.801
85969,84.889
85970,248.743
85971,99.467
85972,82.832
85973,67.414
85974,65.268
85975,68.299
85976,93.502
85977,599.769
85978,108.162
85979,67.307
85980,84.922
85981,129.863
85982,76.899
85983,68.237
85984,77.148
85985,63.03
85986,89.44
85987,91.765
85988,138.669
85989,382.898
85990,86.252
85991,116.603
85992,73.58
85993,76.324
85994,70.674
85995,53.097
85996,81.507
85997,91.532
85998,297.383
85999,71.613
86000,76.477
86001,189.311
86002,75.541
86003,67.542
86004,156.056
86005,76.375
86006,73.746
86007,107.881
86008,73.355
86009,61.222
86010,100.234
86011,127.189
86012,71.775
86013,86.013
86014,104.943
86015,78.923
86016,53.106
86017,63.649
86018,135.404
86019,104.566
86020,94.503
86021,87.003
86022,238.201
86023,60.296
86024,83.973
86025,62.334
86026,104.409
86027,760.283
86028,140.131
86029,227.89
86030,136.78
86031,919.963
86032,61.925
86033,69.059
86034,64.987
86035,119.481
86036,66.935
86037,88.488
86038,99.88
86039,82.568
86040,168.519
86041,79.912
86042,108.271
86043,77.498
86044,93.309
86045,98.144
86046,79.196
86047,281.483
86048,291.382
86049,74.498
86050,112.389
86051,88.488
86052,119.481
86053,101.787
86054,215.894
86055,62.234
86056,131.677
86057,99.564
86058,84.75
86059,212.035
86060,83.631
86061,80.758
86062,203.251
86063,70.362
86064,179.552
86065,106.96
86066,113.054
86067,78.504
86068,78.261
86069,169.441
86070,87.26
86071,129.732
86072,179.37
86073,89.397
86074,92.246
86075,83.742
86076,54.833
86077,70.229
86078,70.481
86079,64.616
86080,231.569
86081,112.195
86082,140.099
86083,79.397
86084,90.955
86085,115.222
86086,56.679
86087,108.328
86088,70.451
86089,110.636
86090,89.508
86091,163.583
86092,185.494
86093,113.365
86094,878.24
86095,66.515
86096,564.055
86097,68.386
86098,66.935
86099,64.987
86100,95.176
86101,84.803
86102,103.588
86103,65.557
86104,69.042
86105,132.867
86106,92.269
86107,72.816
86108,117.645
86109,204.14
86110,56.501
86111,114.51
86112,152.493
86113,95.056
86114,102.109
86115,222.338
86116,200.732
86117,365.701
86118,123.483
86119,63.04
86120,61.698
86121,70.23
86122,81.188
86123,85.183
86124,114.648
86125,93.725
86126,118.912
86127,110.544
86128,95.22
86129,81.998
86130,69.073
86131,133.807
86132,521.787
86133,69.059
86134,63.957
86135,134.084
86136,93.705
86137,115.736
86138,232.908
86139,68.965
86140,65.905
86141,81.078
86142,68.776
86143,81.362
86144,302.512
86145,76.623
86146,80.671
86147,78.823
86148,113.729
86149,81.62
86150,94.495
86151,62.619
86152,73.967
86153,72.856
86154,88.923
86155,126.699
86156,230.056
86157,62.998
86158,93.093
86159,115.083
86160,109.236
86161,391.972
86162,95.201
86163,85.989
86164,78.626
86165,107.429
86166,80.727
86167,103.727
86168,494.855
86169,79.97
86170,178.605
86171,60.519
86172,93.62
86173,1710.063
86174,105.878
86175,190.541
86176,74.983
86177,77.801
86178,420.725
86179,86.304
86180,60.599
86181,116.428
86182,89.925
86183,119.049
86184,87.511
86185,104.43
86186,96.145
86187,110.928
86188,178.172
86189,58.922
86190,199.379
86191,81.578
86192,101.889
86193,92.065
86194,92.227
86195,109.911
86196,83.176
86197,89.219
86198,426.909
86199,108.881
86200,95.621
86201,156.921
86202,65.81
86203,88.148
86204,78.027
86205,85.164
86206,151.847
86207,79.814
86208,86.034
86209,74.899
86210,58.376
86211,72.568
86212,97.623
86213,282.457
86214,169.672
86215,116.828
86216,101.347
86217,368.582
86218,129.012
86219,63.706
86220,76.544
86221,516.62
86222,94.718
86223,70.214
86224,70.763
86225,81.937
86226,90.965
86227,72.156
86228,93.051
86229,65.143
86230,301.65
86231,117.746
86232,159.366
86233,227.759
86234,73.408
86235,132.109
86236,84.344
86237,510.892
86238,80.77
86239,176.649
86240,100.429
86241,84.067
86242,67.284
86243,75.82
86244,156.432
86245,89.898
86246,381.067
86247,79.174
86248,77.24
86249,82.852
86250,92.782
86251,200.295
86252,78.229
86253,74.82
86254,106.048
86255,99.252
86256,73.789
86257,93.081
86258,91.792
86259,73.662
86260,223.52
86261,109.211
86262,106.626
86263,60.321
86264,96.979
86265,164.797
86266,64.289
86267,114.073
86268,126.954
86269,210.516
86270,73.111
86271,60.804
86272,132.296
86273,76.423
86274,114.26
86275,145.222
86276,532.84
86277,108.193
86278,96.356
86279,460.067
86280,102.944
86281,53.285
86282,187.773
86283,109.422
86284,80.94
86285,73.55
86286,80.541
86287,67.307
86288,67.648
86289,233.951
86290,87.822
86291,118.865
86292,57.094
86293,152.729
86294,91.215
86295,302.911
86296,68.921
86297,65.7
86298,204.384
86299,159.051
86300,107.787
86301,66.152
86302,96.964
86303,70.919
86304,93.155
86305,262.803
86306,207.74
86307,83.344
86308,83.282
86309,93.313
86310,518.057
86311,129.874
86312,85.874
86313,106.463
86314,114.842
86315,105.86
86316,69.167
86317,87.235
86318,97.737
86319,196.532
86320,73.433
86321,77.352
86322,85.787
86323,79.949
86324,144.641
86325,583.905
86326,72.141
86327,102.396
86328,77.264
86329,82.332
86330,72.82
86331,57.84
86332,99.622
86333,129.497
86334,159.086
86335,69.646
86336,77.016
86337,157.705
86338,86.684
86339,85.505
86340,87.307
86341,260.128
86342,68.054
86343,54.174
86344,70.361
86345,149.274
86346,82.805
86347,81.443
86348,73.695
86349,114.352
86350,77.683
86351,105.917
86352,79.768
86353,83.468
86354,122.018
86355,207.236
86356,70.642
86357,71.075
86358,78.718
86359,60.194
86360,92.809
86361,96.918
86362,111.764
86363,48.719
86364,66.932
86365,98.228
86366,113.098
86367,82.978
86368,82.979
86369,219.011
86370,93.405
86371,117.64
86372,95.219
86373,6549.796
86374,146.767
86375,94.176
86376,91.442
86377,116.93
86378,55.888
86379,137.689
86380,82.47
86381,72.996
86382,51.453
86383,181.009
86384,66.671
86385,60.55
86386,137.315
86387,88.973
86388,78.525
86389,68.263
86390,105.431
86391,294.682
86392,50.115
86393,83.271
86394,76.615
86395,123.69
86396,90.59
86397,288.322
86398,125.795
86399,103.446
86400,113.884
86401,97.187
86402,80.32
86403,117.051
86404,71.746
86405,124.621
86406,58.656
86407,78.87
86408,366.16
86409,89.872
86410,71.867
86411,98.071
86412,74.66
86413,235.283
86414,73.864
86415,76.244
86416,68.687
86417,91.877
86418,96.971
86419,82.569
86420,97.277
86421,57.293
86422,125.598
86423,356.751
86424,86.079
86425,95.741
86426,114.492
86427,89.436
86428,467.94
86429,93.444
86430,62.606
86431,83.564
86432,554.062
86433,104.45
86434,193.259
86435,75.862
86436,84.128
86437,88.296
86438,67.54
86439,157.736
86440,95.953
86441,64.128
86442,73.375
86443,104.769
86444,93.723
86445,106.323
86446,114.721
86447,67.984
86448,87.183
86449,85.391
86450,95.763
86451,76.274
86452,60.285
86453,103.367
86454,206.012
86455,251.841
86456,104.458
86457,99.723
86458,82.282
86459,138.25
86460,71.739
86461,104.951
86462,55.726
86463,129.867
86464,181.801
86465,64.796
86466,81.104
86467,81.215
86468,63.362
86469,62.439
86470,69.521
86471,320.247
86472,111.983
86473,109.959
86474,79.899
86475,90.59
86476,80.121
86477,77.013
86478,59.533
86479,75.867
86480,68.449
86481,82.637
86482,294.478
86483,94.617
86484,71.243
86485,166.658
86486,139.909
86487,59.205
86488,92.307
86489,103.133
86490,136.141
86491,128.894
86492,56.737
86493,65.96
86494,88.371
86495,108.851
86496,52.864
86497,152.718
86498,66.562
86499,96.116
86500,93.085
86501,67.756
86502,77.0
86503,100.289
86504,60.078
86505,83.344
86506,86.696
86507,69.224
86508,74.017
86509,117.852
86510,61.02
86511,233.608
86512,108.25
86513,759.481
86514,104.965
86515,97.518
86516,75.194
86517,78.68
86518,146.462
86519,90.186
86520,69.786
86521,127.315
86522,228.033
86523,106.378
86524,131.684
86525,85.729
86526,70.952
86527,105.904
86528,100.575
86529,137.819
86530,67.739
86531,321.957
86532,76.965
86533,73.567
86534,85.411
86535,91.159
86536,96.306
86537,100.049
86538,92.578
86539,86.077
86540,124.488
86541,67.472
86542,92.621
86543,114.839
86544,284.754
86545,72.192
86546,128.529
86547,197.183
86548,184.537
86549,159.301
86550,81.102
86551,216.606
86552,119.926
86553,141.422
86554,83.779
86555,169.32
86556,93.363
86557,199.196
86558,128.36
86559,95.764
